Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic147100,1449.0,1449,1449.0,0.0,0.28,0.14,0.52,6624316,6624316.0,0.14,0.1,0.0,1
Topic148845,2544.0,2544,2544.0,0.0,0.49,0.24,0.47,10182294,10182294.0,0.25,0.11,0.0,1
Topic148846,612.0,612,612.0,0.0,0.11,0.06,0.11,3089106,3089106.0,0.06,0.1,0.0,1
Topic148893,1716.58,2544,1716.58,1074.0,0.49,0.24,0.47,10182294,5070746.54,0.39,0.12,8.95,1
Topic149535,1495.0,1495,1495.0,0.0,0.28,0.14,0.05,1456556,1456556.0,0.14,0.1,0.0,1
Topic149626,321.18,266,321.18,363.0,0.05,0.03,0.02,1337888,1240141.92,0.15,0.11,3.02,1
Topic149704,892.43,2544,892.43,208703.0,0.49,0.24,0.47,10182294,2036544.11,0.43,0.12,1739.19,1
Topic319107,1241.68,1509,1241.68,8115.0,0.24,0.14,0.0,166571,110772.81,0.4,0.12,67.62,1
Topic319186,1117.84,1257,1117.84,10741.0,0.22,0.12,0.0,135371,103165.13,0.41,0.12,89.51,1
Topic319407,975.6,1047,975.6,32420.0,0.15,0.1,0.0,117835,97855.55,0.39,0.12,270.17,1
Topic320587,1855.8,3040,1855.8,5173.0,0.58,0.29,0.02,719935,340167.8,0.41,0.12,43.11,1
Topic320708,1966.48,3040,1966.48,5341.0,0.58,0.29,0.02,719935,385292.27,0.42,0.12,44.51,1
Topic320827,1286.15,1634,1286.15,169822.0,0.28,0.16,0.02,432019,230346.82,0.44,0.12,1415.18,1
Topic322305,1658.44,3040,1658.44,4683.0,0.58,0.29,0.02,719935,314058.01,0.46,0.12,39.02,1
Topic319090,1144.13,35,1144.13,312389.0,0.0,0.0,0.0,357,633133.45,0.48,0.12,4165.19,0
Topic149635,693.16,542,693.16,4698467.0,0.08,0.05,0.01,226750,822864.02,0.68,0.12,3132.31,0
Topic148844,589.79,288,589.79,2961172.0,0.06,0.03,0.0,45988,413440.63,0.6,0.12,3655.77,0
Topic148907,368.23,396,368.23,3531191.0,0.07,0.04,0.0,48593,399357.88,0.39,0.12,10325.12,0
Topic149677,692.09,759,692.09,2995936.0,0.15,0.07,0.01,492970,484456.13,0.75,0.13,4801.18,0
Topic148927,835.03,784,835.03,3895304.0,0.13,0.08,0.0,188759,312277.03,0.63,0.12,3860.56,0
Topic158434,967.82,2544,967.82,2814758.0,0.49,0.24,0.47,10182294,1888932.9,0.59,0.12,12185.1,0
Topic158424,895.91,2544,895.91,2767979.0,0.49,0.24,0.47,10182294,1837247.27,0.57,0.12,20969.54,0
Topic147097,505.57,363,505.57,811798.0,0.07,0.03,0.02,422873,735407.94,0.55,0.12,484.08,0
Topic148982,825.63,2111,825.63,2104985.0,0.42,0.2,0.01,403980,448389.02,0.68,0.13,2357.21,0
Topic148804,673.76,304,673.76,1825790.0,0.05,0.03,0.0,89869,359169.69,0.54,0.12,4003.93,0
Topic320645,1027.18,1509,1027.18,222345.0,0.24,0.14,0.0,166571,90849.84,0.53,0.12,2179.85,0
Topic23848,652.67,1724,652.67,7262.97,0.35,0.17,0.0,206796,159604.97,0.44,0.12,242.1,0
Topic36479,652.67,1724,652.67,7262.97,0.35,0.17,0.0,206796,159604.97,0.44,0.12,242.1,0
