Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic158994,151.5,61,151.5,85601.0,0.01,0.01,0.01,11265,20249.0,0.08,0.01,1426.68,1
Topic159002,519.7,142,519.7,489692.0,0.03,0.03,0.01,5832,36272.8,0.41,0.02,8161.53,1
Topic159023,642.6,2019,642.6,42290.0,0.42,0.41,0.22,186871,49232.4,0.44,0.01,704.83,1
Topic159035,576.0,2019,576.0,1093003.0,0.42,0.41,0.22,186871,57122.0,0.58,0.02,18216.72,1
Topic159036,569.2,2019,569.2,81974.0,0.42,0.41,0.22,186871,39960.9,0.56,0.01,1366.23,1
Topic159039,894.8,1844,894.8,93688.0,0.41,0.37,0.12,126442,52625.1,0.42,0.01,1561.47,1
Topic159043,1002.3,1844,1002.3,52186.0,0.41,0.37,0.12,126442,72562.8,0.45,0.01,869.77,1
Topic159134,869.8,1667,869.8,36965.0,0.41,0.34,0.34,271204,119829.1,0.35,0.01,616.08,1
Topic159135,488.7,122,488.7,883249.0,0.02,0.02,0.0,4416,44078.7,0.39,0.02,14720.82,1
Topic159194,1113.8,1844,1113.8,12908.0,0.41,0.37,0.12,126442,80841.6,0.53,0.02,215.13,1
Topic159202,536.9,2019,536.9,985961.0,0.42,0.41,0.22,186871,45435.0,0.56,0.02,16432.68,1
Topic159204,277.3,870,277.3,65259.0,0.39,0.18,0.01,75878,18439.9,0.19,0.02,1087.65,1
Topic159207,756.4,2019,756.4,1203401.0,0.42,0.41,0.22,186871,56047.9,0.58,0.02,20056.68,1
Topic159355,351.0,268,351.0,770655.0,0.06,0.05,0.02,24939,37819.25,0.21,0.01,12844.25,1
Topic159463,414.3,360,414.3,165563.0,0.12,0.07,0.01,16644,41840.1,0.39,0.02,2759.38,1
Topic159545,343.25,215,343.25,278922.0,0.05,0.04,0.03,35850,61813.5,0.18,0.02,4648.7,1
Topic159549,419.17,215,419.17,313954.0,0.05,0.04,0.03,35850,49801.85,0.3,0.02,5232.57,1
Topic159554,329.5,215,329.5,300734.0,0.05,0.04,0.03,35850,33939.75,0.26,0.02,5012.23,1
Topic159635,655.7,847,655.7,43843.0,0.17,0.17,0.06,44466,48755.6,0.48,0.02,730.72,1
Topic159719,675.5,2019,675.5,110468.0,0.42,0.41,0.22,186871,84401.4,0.49,0.01,1841.13,1
Topic159723,937.4,2019,937.4,1568478.0,0.42,0.41,0.22,186871,85587.0,0.62,0.02,26141.3,1
Topic159731,272.0,160,272.0,8946.0,0.03,0.03,0.03,32265,27966.0,0.16,0.01,149.1,1
Topic159763,445.6,500,445.6,37184.0,0.27,0.1,0.0,25272,25769.2,0.27,0.03,619.73,1
Topic159764,563.9,438,563.9,35439.0,0.11,0.09,0.01,29445,52284.2,0.38,0.02,590.65,1
Topic159767,1190.5,2019,1190.5,14168.0,0.42,0.41,0.22,186871,82404.2,0.58,0.02,236.13,1
Topic159768,411.8,870,411.8,10298.0,0.39,0.18,0.01,75878,29760.1,0.21,0.02,171.63,1
Topic159772,852.0,2019,852.0,156392.0,0.42,0.41,0.22,186871,67940.9,0.59,0.01,2606.53,1
Topic159778,529.0,1844,529.0,60959.0,0.41,0.37,0.12,126442,26870.8,0.38,0.01,1015.98,1
Topic159899,432.1,847,432.1,104163.0,0.17,0.17,0.06,44466,26529.6,0.37,0.01,1736.05,1
Topic159949,751.4,2019,751.4,824172.0,0.42,0.41,0.22,186871,51797.5,0.54,0.02,13736.2,1
Topic159950,1158.8,1844,1158.8,5672.0,0.41,0.37,0.12,126442,66200.5,0.4,0.01,94.53,1
Topic159951,381.3,2019,381.3,82389.0,0.42,0.41,0.22,186871,26667.6,0.45,0.02,1373.15,1
Topic159954,589.57,199,589.57,298031.0,0.04,0.04,0.04,34810,76662.75,0.44,0.01,4967.18,1
Topic159958,785.3,2019,785.3,175697.0,0.42,0.41,0.22,186871,74343.5,0.61,0.02,2928.28,1
Topic159959,1302.6,2081,1302.6,77624.0,0.64,0.42,0.26,272487,140208.1,0.57,0.01,1293.73,1
Topic159961,780.5,2081,780.5,46143.0,0.64,0.42,0.26,272487,62494.0,0.53,0.02,769.05,1
Topic159981,651.75,116,651.75,239742.0,0.02,0.02,0.02,21900,91122.0,0.29,0.01,3995.7,1
Topic159983,616.83,72,616.83,967526.0,0.01,0.01,0.01,11925,75013.27,0.35,0.01,16125.43,1
Topic159990,144.82,124,144.82,8587.0,0.03,0.03,0.08,41850,27074.4,0.06,0.01,143.12,1
Topic159994,381.0,502,381.0,17437.0,0.17,0.1,0.09,145089,72544.57,0.17,0.01,290.62,1
Topic159999,919.3,2019,919.3,150486.0,0.42,0.41,0.22,186871,82073.4,0.51,0.01,2508.1,1
Topic160052,357.82,75,357.82,7221.0,0.02,0.02,0.02,12825,46690.9,0.42,0.01,120.35,1
Topic160116,760.0,915,760.0,5699.0,0.32,0.18,0.07,140764,110877.0,0.33,0.02,94.98,1
Topic160119,961.8,1667,961.8,122535.0,0.41,0.34,0.34,271204,139383.1,0.48,0.02,2042.25,1
Topic160157,350.0,100,350.0,9877.0,0.02,0.02,0.01,17550,26019.25,0.2,0.01,164.62,1
Topic160158,670.5,502,670.5,1660.0,0.17,0.1,0.09,145089,135627.0,0.31,0.02,27.67,1
Topic160159,1234.0,1676,1234.0,32324.0,0.4,0.34,0.11,134008,130752.75,0.42,0.01,538.73,1
Topic160230,704.25,145,704.25,941860.0,0.03,0.03,0.02,22815,61717.25,0.33,0.01,15697.67,1
Topic160244,399.25,377,399.25,292608.0,0.08,0.08,0.11,91802,62436.25,0.21,0.01,4876.8,1
Topic160245,449.0,68,449.0,157899.0,0.01,0.01,0.01,12525,54262.5,0.27,0.02,2631.65,1
Topic160251,458.67,107,458.67,721836.0,0.02,0.02,0.01,15990,65393.27,0.24,0.01,12030.6,1
Topic160270,564.1,847,564.1,43436.0,0.17,0.17,0.06,44466,29087.4,0.25,0.01,723.93,1
Topic160275,1088.0,1667,1088.0,34487.0,0.41,0.34,0.34,271204,110788.7,0.58,0.02,574.78,1
Topic160281,283.77,68,283.77,102419.0,0.01,0.01,0.01,10635,23586.13,0.24,0.01,1706.98,1
Topic158998,356.61,47,356.61,349824.0,0.01,0.01,0.02,24030,33908.01,0.59,0.02,599.01,0
Topic159013,588.35,847,588.35,1154488.0,0.17,0.17,0.06,44466,43182.08,0.68,0.02,5200.4,0
Topic159018,348.66,2019,348.66,697050.0,0.42,0.41,0.22,186871,31205.47,0.72,0.02,2788.2,0
Topic159037,548.93,1844,548.93,1215205.0,0.41,0.37,0.12,126442,39029.09,0.68,0.02,4710.1,0
Topic159038,160.0,518,160.0,269215.0,0.37,0.1,0.0,45789,9332.77,0.34,0.03,909.51,0
Topic159040,213.28,199,213.28,2036838.0,0.04,0.04,0.04,34810,18826.35,0.7,0.02,3417.51,0
Topic159049,303.91,105,303.91,583679.0,0.02,0.02,0.0,4164,24835.9,0.7,0.03,1945.6,0
Topic159133,233.3,870,233.3,343784.0,0.39,0.18,0.01,75878,16052.05,0.47,0.02,976.66,0
Topic159140,337.68,2019,337.68,999809.0,0.42,0.41,0.22,186871,23655.32,0.66,0.02,4877.12,0
Topic159141,294.35,2019,294.35,1458515.0,0.42,0.41,0.22,186871,19976.97,0.68,0.02,5719.67,0
Topic159146,292.26,165,292.26,1569360.0,0.04,0.03,0.01,13545,30642.58,0.58,0.02,2624.35,0
Topic159149,488.13,2019,488.13,1217829.0,0.42,0.41,0.22,186871,34194.76,0.74,0.02,4412.42,0
Topic159198,406.97,2019,406.97,885675.0,0.42,0.41,0.22,186871,29326.01,0.74,0.03,2597.29,0
Topic159205,352.2,2019,352.2,715271.0,0.42,0.41,0.22,186871,30787.57,0.68,0.02,2740.5,0
Topic159209,196.79,870,196.79,355065.0,0.39,0.18,0.01,75878,13471.25,0.43,0.03,1443.35,0
Topic159242,706.82,2019,706.82,1132440.0,0.42,0.41,0.22,186871,51884.15,0.78,0.02,4839.49,0
Topic159253,523.91,1667,523.91,1341822.0,0.41,0.34,0.34,271204,45425.27,0.65,0.02,6776.88,0
Topic159256,314.77,2019,314.77,2118793.0,0.42,0.41,0.22,186871,24757.65,0.71,0.03,8865.24,0
Topic159257,424.12,1185,424.12,1630270.0,0.27,0.24,0.14,106293,43829.17,0.74,0.02,3453.96,0
Topic159263,140.66,870,140.66,253570.0,0.39,0.18,0.01,75878,8660.57,0.29,0.02,975.27,0
Topic159264,365.93,2019,365.93,2077402.0,0.42,0.41,0.22,186871,26008.2,0.6,0.02,11541.12,0
Topic159327,365.5,377,365.5,1711985.0,0.08,0.08,0.11,91802,38701.21,0.69,0.03,3908.64,0
Topic159555,247.79,873,247.79,131885.0,0.34,0.18,0.01,65608,25700.08,0.41,0.02,563.61,0
Topic159557,498.88,142,498.88,760685.0,0.03,0.03,0.01,5832,44960.24,0.7,0.02,3728.85,0
Topic159620,424.15,2019,424.15,1347200.0,0.42,0.41,0.22,186871,37207.04,0.72,0.03,5566.94,0
