Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic164495,529.75,1828,529.75,84675.9,0.77,0.59,0.41,61399,7551.27,0.83,0.17,705.63,1
Topic164509,461.36,1828,461.36,72212.12,0.77,0.59,0.41,61399,6865.52,0.75,0.17,601.77,1
Topic164599,407.72,758,407.72,179163.2,0.41,0.25,0.04,12517,4272.53,0.73,0.18,1493.03,1
Topic164601,570.2,1383,570.2,258598.5,0.62,0.45,0.09,27973,6856.93,0.8,0.18,2154.99,1
Topic164611,495.64,248,495.64,23377.58,0.09,0.08,0.02,1766,6686.51,0.83,0.15,194.81,1
Topic164612,588.79,711,588.79,34072.35,0.31,0.23,0.07,9301,7585.13,0.84,0.16,283.94,1
Topic164620,540.96,1383,540.96,246358.82,0.62,0.45,0.09,27973,6347.78,0.81,0.18,2052.99,1
Topic164622,416.68,894,416.68,25879.98,0.37,0.29,0.17,10464,5370.43,0.82,0.17,215.67,1
Topic164625,416.43,268,416.43,44919.55,0.13,0.09,0.02,2676,5995.85,0.82,0.16,374.33,1
Topic164744,624.28,1828,624.28,116986.2,0.77,0.59,0.41,61399,10680.48,0.8,0.17,974.88,1
Topic164746,565.63,1828,565.63,144779.02,0.77,0.59,0.41,61399,9824.42,0.76,0.17,1206.49,1
Topic164748,579.7,1828,579.7,17460.45,0.77,0.59,0.41,61399,8837.63,0.81,0.17,145.5,1
Topic164828,324.67,548,324.67,32575.15,0.38,0.18,0.02,14510,4922.63,0.35,0.17,271.46,1
Topic164832,510.4,1193,510.4,26119.25,0.45,0.39,0.42,27505,7255.23,0.74,0.15,217.66,1
Topic164835,424.8,1193,424.8,14473.2,0.45,0.39,0.42,27505,5535.75,0.71,0.15,120.61,1
Topic164837,493.83,1193,493.83,175911.95,0.45,0.39,0.42,27505,6084.59,0.9,0.17,1465.93,1
Topic168010,516.17,1383,516.17,321530.83,0.62,0.45,0.09,27973,5767.22,0.73,0.17,2679.42,1
Topic168014,614.73,1828,614.73,123283.33,0.77,0.59,0.41,61399,8378.9,0.81,0.17,1027.36,1
Topic217098,535.72,1828,535.72,180029.95,0.77,0.59,0.41,61399,6274.41,0.85,0.18,1500.25,1
Topic217111,569.77,1193,569.77,213394.55,0.45,0.39,0.42,27505,6324.63,0.83,0.17,1778.29,1
Topic217115,576.0,550,576.0,104186.38,0.27,0.18,0.02,7431,7875.36,0.9,0.18,868.22,1
Topic165590,588.74,894,588.74,505493.47,0.37,0.29,0.17,10464,8369.09,0.84,0.17,3918.55,0
Topic164215,374.21,894,374.21,1912778.4,0.37,0.29,0.17,10464,4596.5,0.91,0.2,5197.77,0
Topic164827,477.2,208,477.2,2318494.88,0.08,0.07,0.05,3472,5970.25,0.94,0.2,7479.02,0
Topic165208,356.62,523,356.62,1289536.2,0.19,0.17,0.12,8892,4690.98,0.92,0.18,3943.54,0
Topic164511,473.05,662,473.05,1421012.25,0.24,0.21,0.05,7795,6171.4,0.86,0.19,9601.43,0
Topic164217,470.8,894,470.8,1746651.82,0.37,0.29,0.17,10464,5858.61,0.87,0.18,6445.21,0
Topic165841,582.19,1828,582.19,1092508.07,0.77,0.59,0.41,61399,10541.72,0.84,0.18,16066.3,0
Topic166123,384.78,1383,384.78,1906105.55,0.62,0.45,0.09,27973,4646.37,0.74,0.2,18153.39,0
Topic164900,466.27,1161,466.27,308643.0,0.52,0.38,0.16,17265,6126.43,0.84,0.17,1929.02,0
Topic165836,457.9,1161,457.9,1154402.45,0.52,0.38,0.16,17265,7625.4,0.85,0.18,9462.32,0
Topic164507,612.48,39,612.48,1496211.48,0.01,0.01,0.0,65,10418.95,0.87,0.18,22669.87,0
Topic165530,309.0,809,309.0,954839.98,0.33,0.26,0.17,14068,3940.93,0.83,0.19,3562.84,0
Topic166137,483.96,427,483.96,2013118.22,0.18,0.14,0.04,3821,7265.39,0.8,0.18,17658.93,0
Topic164635,585.29,1828,585.29,953022.45,0.77,0.59,0.41,61399,9036.52,0.82,0.18,6396.12,0
Topic165198,326.42,359,326.42,1310743.82,0.12,0.12,0.03,5285,4013.3,0.77,0.18,8348.69,0
Topic217114,389.2,1828,389.2,2227297.27,0.77,0.59,0.41,61399,4356.39,0.85,0.2,15467.34,0
Topic165850,456.8,809,456.8,240034.92,0.33,0.26,0.17,14068,5981.61,0.78,0.17,3429.07,0
Topic164604,392.71,809,392.71,2215901.77,0.33,0.26,0.17,14068,4551.99,0.87,0.2,8622.19,0
Topic217108,367.87,106,367.87,2357554.38,0.03,0.03,0.0,416,4488.62,0.91,0.2,11226.45,0
Topic164626,307.73,295,307.73,2064143.9,0.16,0.1,0.01,1850,3814.49,0.67,0.19,24573.14,0
Topic164844,341.18,1161,341.18,2101717.88,0.52,0.38,0.16,17265,3880.32,0.87,0.2,8981.7,0
