Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic158994,257.97,61,257.97,305665.0,0.01,0.01,0.01,11265,26429.84,0.76,0.03,399.04,0
Topic158998,356.61,47,356.61,349824.0,0.01,0.01,0.02,24030,33908.01,0.59,0.02,599.01,0
Topic159002,435.24,142,435.24,712889.0,0.03,0.03,0.01,5832,32540.49,0.66,0.03,1120.89,0
Topic159013,588.35,847,588.35,1154488.0,0.17,0.17,0.06,44466,43182.08,0.68,0.02,5200.4,0
Topic159018,348.66,2019,348.66,697050.0,0.42,0.41,0.22,186871,31205.47,0.72,0.02,2788.2,0
Topic159023,563.67,2019,563.67,1510927.0,0.42,0.41,0.22,186871,40602.99,0.82,0.03,3201.12,0
Topic159035,281.4,2019,281.4,1680084.0,0.42,0.41,0.22,186871,23164.39,0.77,0.02,2847.6,0
Topic159036,320.29,2019,320.29,602621.0,0.42,0.41,0.22,186871,23785.49,0.73,0.02,1484.29,0
Topic159037,548.93,1844,548.93,1215205.0,0.41,0.37,0.12,126442,39029.09,0.68,0.02,4710.1,0
Topic159038,160.0,518,160.0,269215.0,0.37,0.1,0.0,45789,9332.77,0.34,0.03,909.51,0
Topic159040,213.28,199,213.28,2036838.0,0.04,0.04,0.04,34810,18826.35,0.7,0.02,3417.51,0
Topic159049,303.91,105,303.91,583679.0,0.02,0.02,0.0,4164,24835.9,0.7,0.03,1945.6,0
Topic159133,233.3,870,233.3,343784.0,0.39,0.18,0.01,75878,16052.05,0.47,0.02,976.66,0
Topic159140,337.68,2019,337.68,999809.0,0.42,0.41,0.22,186871,23655.32,0.66,0.02,4877.12,0
Topic159141,294.35,2019,294.35,1458515.0,0.42,0.41,0.22,186871,19976.97,0.68,0.02,5719.67,0
Topic159146,292.26,165,292.26,1569360.0,0.04,0.03,0.01,13545,30642.58,0.58,0.02,2624.35,0
Topic159149,488.13,2019,488.13,1217829.0,0.42,0.41,0.22,186871,34194.76,0.74,0.02,4412.42,0
Topic159194,568.81,1844,568.81,1249888.0,0.41,0.37,0.12,126442,43172.38,0.71,0.03,3055.96,0
Topic159198,406.97,2019,406.97,885675.0,0.42,0.41,0.22,186871,29326.01,0.74,0.03,2597.29,0
Topic159202,284.11,2019,284.11,1529160.0,0.42,0.41,0.22,186871,22935.27,0.71,0.03,3951.32,0
Topic159204,142.03,870,142.03,386205.0,0.39,0.18,0.01,75878,8236.75,0.36,0.03,760.25,0
Topic159205,352.2,2019,352.2,715271.0,0.42,0.41,0.22,186871,30787.57,0.68,0.02,2740.5,0
Topic159207,385.48,2019,385.48,1786725.0,0.42,0.41,0.22,186871,27978.81,0.8,0.03,3482.89,0
Topic159209,196.79,870,196.79,355065.0,0.39,0.18,0.01,75878,13471.25,0.43,0.03,1443.35,0
Topic159242,706.82,2019,706.82,1132440.0,0.42,0.41,0.22,186871,51884.15,0.78,0.02,4839.49,0
Topic159253,523.91,1667,523.91,1341822.0,0.41,0.34,0.34,271204,45425.27,0.65,0.02,6776.88,0
Topic159256,314.77,2019,314.77,2118793.0,0.42,0.41,0.22,186871,24757.65,0.71,0.03,8865.24,0
Topic159257,424.12,1185,424.12,1630270.0,0.27,0.24,0.14,106293,43829.17,0.74,0.02,3453.96,0
Topic159263,140.66,870,140.66,253570.0,0.39,0.18,0.01,75878,8660.57,0.29,0.02,975.27,0
Topic159264,365.93,2019,365.93,2077402.0,0.42,0.41,0.22,186871,26008.2,0.6,0.02,11541.12,0
Topic159327,365.5,377,365.5,1711985.0,0.08,0.08,0.11,91802,38701.21,0.69,0.03,3908.64,0
Topic159355,365.21,268,365.21,1225791.0,0.06,0.05,0.02,24939,30402.33,0.69,0.02,1418.74,0
Topic159463,422.41,360,422.41,525516.0,0.12,0.07,0.01,16644,39651.23,0.72,0.02,1368.53,0
Topic159545,262.85,215,262.85,607572.0,0.05,0.04,0.03,35850,33633.26,0.54,0.02,929.01,0
Topic159549,389.21,215,389.21,574856.0,0.05,0.04,0.03,35850,44704.65,0.58,0.02,736.99,0
Topic159554,310.32,215,310.32,539678.0,0.05,0.04,0.03,35850,31948.67,0.58,0.02,679.7,0
Topic159555,247.79,873,247.79,131885.0,0.34,0.18,0.01,65608,25700.08,0.41,0.02,563.61,0
Topic159557,498.88,142,498.88,760685.0,0.03,0.03,0.01,5832,44960.24,0.7,0.02,3728.85,0
Topic159620,424.15,2019,424.15,1347200.0,0.42,0.41,0.22,186871,37207.04,0.72,0.03,5566.94,0
Topic159621,224.31,2019,224.31,1846964.0,0.42,0.41,0.22,186871,14407.37,0.53,0.03,8753.38,0
Topic159624,320.55,49,320.55,925402.0,0.01,0.01,0.01,8625,26735.22,0.43,0.03,2891.88,0
Topic159632,524.75,847,524.75,1353444.0,0.17,0.17,0.06,44466,33753.45,0.63,0.02,5639.35,0
Topic159635,445.12,847,445.12,1406696.0,0.17,0.17,0.06,44466,30272.02,0.82,0.02,2539.16,0
Topic159636,435.14,2019,435.14,1093421.0,0.42,0.41,0.22,186871,30788.16,0.65,0.03,6212.62,0
Topic159723,331.22,2019,331.22,2091349.0,0.42,0.41,0.22,186871,26229.77,0.75,0.03,5362.43,0
Topic159726,293.64,2019,293.64,339978.0,0.42,0.41,0.22,186871,20275.58,0.6,0.03,1920.78,0
Topic159731,270.84,160,270.84,516058.0,0.03,0.03,0.03,32265,26942.69,0.65,0.02,564.0,0
Topic159763,229.31,500,229.31,384764.0,0.27,0.1,0.0,25272,12877.76,0.43,0.03,619.59,0
Topic159772,367.37,2019,367.37,1061301.0,0.42,0.41,0.22,186871,25738.0,0.76,0.03,2337.67,0
Topic159773,120.64,30,120.64,171969.0,0.01,0.01,0.0,4575,8703.7,0.26,0.03,537.4,0
Topic159793,372.87,128,372.87,331265.0,0.05,0.03,0.0,4704,34418.43,0.58,0.02,920.18,0
Topic159839,200.44,360,200.44,340836.0,0.12,0.07,0.01,16644,21857.22,0.36,0.02,1775.19,0
Topic159853,409.13,1185,409.13,1637669.0,0.27,0.24,0.14,106293,42011.99,0.67,0.03,4450.19,0
Topic159899,556.42,847,556.42,1083589.0,0.17,0.17,0.06,44466,37064.54,0.78,0.02,2376.29,0
Topic159906,127.34,36,127.34,135138.0,0.01,0.01,0.0,8100,10332.88,0.3,0.02,346.51,0
Topic159949,374.04,2019,374.04,1439676.0,0.42,0.41,0.22,186871,28156.22,0.79,0.03,3363.73,0
Topic159951,206.85,2019,206.85,383065.0,0.42,0.41,0.22,186871,11817.7,0.59,0.03,1120.07,0
Topic159952,131.4,697,131.4,72063.0,0.28,0.14,0.04,82058,9776.4,0.32,0.03,177.06,0
Topic159953,361.58,2019,361.58,471604.0,0.42,0.41,0.22,186871,27606.68,0.68,0.02,1492.42,0
Topic159954,286.8,199,286.8,1962278.0,0.04,0.04,0.04,34810,26410.4,0.77,0.03,1701.89,0
Topic159958,290.58,2019,290.58,650472.0,0.42,0.41,0.22,186871,21064.09,0.76,0.03,1236.64,0
Topic159962,299.96,2019,299.96,971846.0,0.42,0.41,0.22,186871,23009.92,0.65,0.03,4958.4,0
Topic159981,418.47,116,418.47,519880.0,0.02,0.02,0.02,21900,38950.86,0.69,0.02,375.36,0
Topic159982,445.63,49,445.63,901897.0,0.01,0.01,0.0,1836,39343.0,0.53,0.02,2890.7,0
Topic159983,416.34,72,416.34,1239958.0,0.01,0.01,0.01,11925,40251.68,0.67,0.02,1530.81,0
Topic159989,199.77,60,199.77,385256.0,0.01,0.01,0.0,8856,12916.38,0.4,0.03,972.87,0
Topic159993,377.42,34,377.42,967354.0,0.01,0.01,0.01,5625,29706.48,0.55,0.02,2480.39,0
Topic159994,297.25,502,297.25,549377.0,0.17,0.1,0.09,145089,31909.58,0.73,0.03,420.98,0
Topic159999,535.66,2019,535.66,1611174.0,0.42,0.41,0.22,186871,39246.24,0.91,0.03,2207.09,0
Topic160016,252.45,160,252.45,235261.0,0.03,0.03,0.03,32265,20899.94,0.47,0.02,627.36,0
Topic160023,469.4,1185,469.4,1297140.0,0.27,0.24,0.14,106293,45454.63,0.72,0.02,2850.86,0
Topic160024,532.93,664,532.93,481095.0,0.18,0.13,0.03,50544,54229.5,0.51,0.02,2672.75,0
Topic160052,412.16,75,412.16,1139492.0,0.02,0.02,0.02,12825,30166.83,0.79,0.02,1309.76,0
Topic160082,205.43,614,205.43,104179.0,0.28,0.12,0.01,42342,17099.69,0.43,0.02,242.28,0
Topic160116,291.36,915,291.36,561521.0,0.32,0.18,0.07,140764,31239.83,0.61,0.03,679.81,0
Topic160119,692.2,1667,692.2,1869378.0,0.41,0.34,0.34,271204,76401.45,0.75,0.02,3054.54,0
Topic160156,231.36,2081,231.36,405448.0,0.64,0.42,0.26,272487,22973.0,0.61,0.03,1236.12,0
Topic160157,248.34,100,248.34,974280.0,0.02,0.02,0.01,17550,25721.74,0.71,0.03,822.18,0
Topic160160,331.13,2081,331.13,887436.0,0.64,0.42,0.26,272487,32042.08,0.7,0.02,2506.88,0
Topic160161,131.57,100,131.57,255538.0,0.05,0.02,0.0,7110,8436.4,0.23,0.03,909.39,0
Topic160162,209.68,100,209.68,230133.0,0.05,0.02,0.0,7110,13841.1,0.4,0.03,909.62,0
Topic160211,333.94,268,333.94,1006879.0,0.06,0.05,0.02,24939,30512.42,0.63,0.02,3166.29,0
Topic160232,323.91,377,323.91,1540264.0,0.08,0.08,0.11,91802,26905.18,0.51,0.02,3969.75,0
Topic160233,436.14,505,436.14,1482424.0,0.1,0.1,0.1,41070,42124.91,0.77,0.02,3236.73,0
Topic160236,401.63,915,401.63,1059275.0,0.32,0.18,0.07,140764,41787.21,0.65,0.03,1858.38,0
Topic160244,303.61,377,303.61,944628.0,0.08,0.08,0.11,91802,28686.77,0.6,0.03,1257.83,0
Topic160245,342.6,68,342.6,595541.0,0.01,0.01,0.01,12525,35647.4,0.77,0.02,700.64,0
Topic160251,346.56,107,346.56,1272409.0,0.02,0.02,0.01,15990,30712.77,0.6,0.02,1228.19,0
Topic160257,198.22,276,198.22,220484.0,0.15,0.06,0.0,13686,12237.46,0.45,0.03,720.54,0
Topic160265,173.39,1399,173.39,493802.0,0.57,0.28,0.04,112045,10700.4,0.38,0.02,2456.73,0
Topic160267,418.91,2019,418.91,579617.0,0.42,0.41,0.22,186871,35134.83,0.72,0.03,2415.07,0
Topic160268,607.33,847,607.33,1369825.0,0.17,0.17,0.06,44466,44892.72,0.67,0.02,5853.95,0
Topic160270,470.67,847,470.67,1417015.0,0.17,0.17,0.06,44466,30144.27,0.81,0.03,2413.99,0
Topic160273,264.87,438,264.87,533837.0,0.11,0.09,0.01,29445,18929.0,0.38,0.02,2965.76,0
Topic160277,328.81,377,328.81,1512500.0,0.08,0.08,0.11,91802,37455.33,0.64,0.02,2529.26,0
Topic160281,392.36,68,392.36,1304472.0,0.01,0.01,0.01,10635,35787.18,0.78,0.02,1801.76,0
Topic160283,450.15,2019,450.15,571726.0,0.42,0.41,0.22,186871,35252.03,0.71,0.03,2443.27,0
Topic160284,330.51,2019,330.51,1753889.0,0.42,0.41,0.22,186871,23507.81,0.66,0.03,5330.97,0
Topic160296,383.9,452,383.9,538439.0,0.12,0.09,0.04,57704,34665.24,0.54,0.02,1294.32,0
