Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic147100,851.1,1449,851.1,112607.0,0.28,0.14,0.52,6624316,1230080.7,0.51,0.12,3753.57,1
Topic148845,1291.33,2544,1291.33,3950.0,0.49,0.24,0.47,10182294,1371985.37,0.61,0.12,131.67,1
Topic148846,938.87,612,938.87,8310.0,0.11,0.06,0.11,3089106,1124957.43,0.5,0.12,277.0,1
Topic148893,1132.3,2544,1132.3,17824.0,0.49,0.24,0.47,10182294,1121335.0,0.56,0.12,594.13,1
Topic149535,343.53,1495,343.53,107058.0,0.28,0.14,0.05,1456556,158591.93,0.26,0.12,3568.6,1
Topic149626,785.93,266,785.93,143918.0,0.05,0.03,0.02,1337888,605241.97,0.46,0.12,4797.27,1
Topic149704,653.4,2544,653.4,194708.0,0.49,0.24,0.47,10182294,846191.4,0.42,0.12,6490.27,1
Topic319107,1039.23,1509,1039.23,10289.0,0.24,0.14,0.0,166571,137734.83,0.41,0.12,342.97,1
Topic319186,927.8,1257,927.8,11341.0,0.22,0.12,0.0,135371,73060.27,0.41,0.12,378.03,1
Topic319407,843.67,1047,843.67,42542.0,0.15,0.1,0.0,117835,76392.67,0.39,0.12,1418.07,1
Topic320587,970.33,3040,970.33,5973.0,0.58,0.29,0.02,719935,67806.03,0.42,0.12,199.1,1
Topic22231,745.77,948,745.77,265.28,0.16,0.09,0.1,1446340,377671.3,0.45,0.12,8.84,0
Topic22292,666.4,607,666.4,396.72,0.11,0.06,0.01,322935,455302.8,0.42,0.12,13.22,0
Topic22664,588.77,690,588.77,1335.5,0.13,0.07,0.0,39591,236686.47,0.45,0.12,44.52,0
Topic22762,532.07,661,532.07,838.93,0.11,0.06,0.0,59130,67607.47,0.45,0.12,27.96,0
Topic23848,652.67,1724,652.67,7262.97,0.35,0.17,0.0,206796,159604.97,0.44,0.12,242.1,0
Topic34769,745.77,948,745.77,265.28,0.16,0.09,0.1,1446340,377671.3,0.45,0.12,8.84,0
Topic34928,666.4,607,666.4,396.72,0.11,0.06,0.01,322935,455302.8,0.42,0.12,13.22,0
Topic35301,588.77,690,588.77,1335.5,0.13,0.07,0.0,39591,236686.47,0.45,0.12,44.52,0
Topic35436,532.07,661,532.07,838.93,0.11,0.06,0.0,59130,67607.47,0.45,0.12,27.96,0
Topic36479,652.67,1724,652.67,7262.97,0.35,0.17,0.0,206796,159604.97,0.44,0.12,242.1,0
Topic62863,745.77,948,745.77,265.28,0.16,0.09,0.1,1446340,377671.3,0.45,0.12,8.84,0
